frame_idx,trial_idx,min_v_loss,top_avg_reward,epsilon,l1S
81,0,inf,1.0,0.9987857287121306,inf
121136,1495,2.1901860236539505e-06,1.4,0.16250384305305046,7.707290205871686e-05
